advice_date	observation_id	original_crop_name	advice_text_english
2012-08-24	ap_kur_gad_man_0003_jul12_0_rice_a_2012-08-23	Rice	Transplanting stage: Fertilizers urea @ 70 kg +ssp 200kg + 50 kg MOP + 20 kg Zn sulphate. Clipping of leaf edges.
2012-08-24	ap_kur_gad_man_0004_jul12_0_chil_a_2012-08-23	Chilli	Root grub: Apply carbofuron granules @ 10 - 12 kg / ac
2012-08-24	ap_kur_gad_man_0005_jul12_0_chil_a_2012-08-23	Chilli	Root grub: Apply carbofuron granules @ 10  kg / ac
2012-08-24	ap_kur_gad_man_0006_jul12_0_chil_a_2012-08-23	Chilli	Root grub: Apply carbofuron granules @ 10 kg / ac.
2012-08-24	ap_kur_gad_man_0009_jul12_0_cott_a_2012-08-23	Cotton	Sucking pest- downward curling of leaves: Spray phasolan (ex:metasystox) @ 2ml/l water.
2012-08-24	ap_kur_gad_man_0010_jul12_0_cott_a_2012-08-23	Cotton	Leafminer and sucking pest: Spray prophenophos @ 2ml /l water
2012-08-24	ap_kur_gad_buj_0006_jul12_0_rice_a_2012-08-23	Rice	Just transplanted, maintain 5cm water level
2012-08-24	ap_kur_gad_man_0002_jul12_0_rice_a_2012-08-23	Rice	yellowing of leaves, Sucking pest and blast (L)
2012-08-24	ap_kur_baa_tan_0009_aug12_8_toba_a_2012-08-23	Tobacco	damping off,Leaf spots, sprayed redomil
2012-08-25	ap_kur_gad_pes_0005_jul12_0_chil_a_2012-08-24	Chilli	Leaf spot,Thrips and mites:Spraycarbendizm @ 1g/ l. Phasolon @ 2ml/ l water.
2012-08-25	ap_kur_gad_pes_0004_jul12_0_chil_a_2012-08-24	Chilli	root grub and thrips and mites: Apply  carbofuron granules @ 10 kg / ac against grub and also checks both thrips and mites.
2012-08-25	ap_kur_gad_pes_0007_jul12_0_chil_a_2012-08-24	Chilli	Leaf spot, Thrips and mites: Spray phasolon @ 2ml /l water
2012-08-25	ap_kur_ban_bho_0006_aug12_0_rice_a_2012-08-24	Rice	Brown leaf spot: Spray mancozeb @ 3 graa + 30 graa urea / l of water. Apply carbofuron granules 10 kg / ac  if noticed stem borer
2012-08-25	ap_kur_ban_bho_0007_aug12_0_rice_a_2012-08-24	Rice	Just transplanted:Fertilizer application and maintain water level: Urea @ 70 kg +200 kg SSP + 50 kg  + 20 kg Zn sulphate / ac. 2 inch water depth.
2012-08-25	ap_kur_ban_bho_0008_aug12_0_rice_a_2012-08-24	Rice	transplanted: Fertilizer application and maintain water level.
2012-08-25	ap_kur_ban_bho_0010_aug12_0_rice_a_2012-08-24	Rice	Just transplanted: Fertilizer application and maintain water level.
2012-08-25	ap_kur_gad_pes_0003_jul12_0_rice_a_2012-08-24	Rice	Just transplanted: Fertilizer application and maintain water level.
2012-08-25	ap_kur_gad_pes_0002_jul12_0_rice_a_2012-08-24	Rice	Stem borer: Apply carbofuron granules 10 kg / ac  if noticed stem borer
2012-08-25	ap_kur_gad_pes_0001_jul12_0_rice_a_2012-08-24	Rice	transplanted: Fertilizer application and maintain water level.
2012-08-27	ap_kur_mah_see_0001_aug09_12_rice_a_2012-08-25	Rice	Stem borer: Apply carbofuron granules 10 kg / ac  if noticed stem borer
2012-08-27	ap_kur_mah_see_0002_aug12_9_rice_a_2012-08-25	Rice	Stem borer: Apply carbofuron granules 10 kg / ac  if noticed stem borer
2012-08-31	ap_kur_gad_bol_0005_jul12_5_cast_a_2012-08-28	Castor	Leaf miner: high- Profenophos @ 2ml/lit
2012-08-31	ap_kur_gad_bol_0004_jul12_4_cast_a_2012-08-28	Castor	Leaf miner medium: Spray profenophos @ 2ml/l
2012-08-31	ap_kur_gad_gad_0010_jul12_0_chil_a_2012-08-27	Chilli	wrong photos
2012-08-31	ap_kur_gad_gad_0006_jul12_0_chil_a_2012-08-27	Chilli	just transplanted Stage: Gap filling after a week. Drench with blitox @ 3 graa / l if any rots/ wilts observed
2012-08-31	ap_kur_gad_gad_0007_jul12_0_chil_a_2012-08-27	Chilli	Gap filling after a week. Drench with blitox @ 3 graa / l if any rots/ wilts observed
2012-08-31	ap_kur_gad_gad_0008_jul12_0_chil_a_2012-08-27	Chilli	 Gap filling after a week. Drench with blitox @ 3 graa / l if any rots/ wilts observed
2012-08-31	ap_kur_gad_gad_0009_jul12_0_chil_a_2012-08-27	Chilli	just transplanted Stage: Gap filling after a week. Drench with blitox @ 3 graa / l if any rots/ wilts observed
2012-08-31	ap_kur_gad_bol_0012_jul12_0_cott_a_2012-08-28	Cotton	Leaf miner: profenophos 2 ml + carbendizm @ 1g / l
2012-08-31	ap_kur_gad_bol_0013_jul12_0_cott_a_2012-08-28	Cotton	Leaf miner: Spray prefenophos @ 2ml + carbendaijm @ 1g /liter water
2012-08-31	ap_kur_gad_bol_0014_jul12_0_cott_a_2012-08-28	Cotton	Leaf miner + Leaf spot: Spray profenophos @ 2 ml/l + bavistin @ 1 g / liter
2012-08-31	ap_kur_gad_gad_0011_jul12_0_cott_a_2012-08-27	Cotton	helicoverpa : spray chloripyriphos @ 2ml + vepam 3 ml / liter water
2012-08-31	ap_kur_gad_gad_0012_jul12_0_cott_a_2012-08-27	Cotton	Helicoverpa: Chloripyriphos @ 2ml + 3ml vepam /l
2012-08-31	ap_kur_gad_bol_0010_jul12_0_maiz_a_2012-08-28	Maize	Caterpillar: Spray quinolphos @ 2.5 ml /l
2012-08-31	ap_kur_gad_bol_0003_jul12_11_maiz_a_2012-08-28	Maize	Anthesis stage
2012-08-31	ap_kur_gad_bol_0001_jul12_0_maiz_a_2012-08-28	Maize	Anthesis to seed setting stage
2012-08-31	ap_kar_bhe_man_0012_aug12_12_maiz_a_2012-08-30	Maize	
2012-08-31	ap_kur_gad_bol_0006_jul12_6_redg_a_2012-08-28	Redgram	Weeding should be done
2012-08-31	ap_kur_gad_gad_0003_jul12_0_rice_a_2012-08-27	Rice	Just transplanted: Fertilizer application and maintain water level.
2012-08-31	ap_kur_gad_gad_0004_jul12_0_rice_a_2012-08-27	Rice	Just transplanted: Fertilizer application and maintain water level.
2012-08-31	ap_kur_gad_gad_0005_jul12_0_rice_a_2012-08-27	Rice	Just transplanted: Fertilizer application and maintain water level.
2012-09-01	ap_kur_gad_man_0004_jul12_0_chil_a_2012-08-31	Chilli	just transplanted
2012-09-01	ap_kur_gad_man_0005_jul12_0_chil_a_2012-08-31	Chilli	Thrips
2012-09-01	ap_kur_gad_man_0006_jul12_0_chil_a_2012-08-31	Chilli	thrips
2012-09-01	ap_kur_gad_man_0007_jul12_0_chil_a_2012-08-31	Chilli	Thrips (high)
2012-09-01	ap_kur_gad_man_0008_jul12_0_chil_a_2012-08-31	Chilli	just transplanted ,transplanting shock
2012-09-01	ap_kur_gad_man_0009_jul12_0_cott_a_2012-08-31	Cotton	Sucking pest:Sucking pest: spary imidachloprid @ 4 ml/ 10 l
2012-09-01	ap_kur_gad_man_0010_jul12_0_cott_a_2012-08-31	Cotton	Sucking pest: spary imidachloprid @ 4 ml/ 10 l
2012-09-03	ap_kur_gad_pes_0004_jul12_0_chil_a_2012-09-03	Chilli	Black soil crust, thrips: intercultivation and conserve moisture, Spray imidachloprid @ 4 ml /10liters of water or pholsolane @ 2ml/ liter of water.
2012-09-03	ap_kur_gad_man_0008_jul12_0_chil_a_2012-09-03	Chilli	Just planted:
2012-09-03	ap_kur_gad_man_0007_jul12_0_chil_a_2012-09-03	Chilli	Leaf spot
2012-09-03	ap_kur_gad_man_0006_jul12_0_chil_a_2012-09-03	Chilli	Black soil crust, if noticed thrips: intercultivation and conserve moisture, Spray imidachloprid @ 6 ml /10liters of water or pholsolane @ 2ml/ liter of water.
2012-09-03	ap_kur_gad_man_0005_jul12_0_chil_a_2012-09-03	Chilli	Soil crust and leaf spots: intercultivation and conserve moisture. Spray Mancozeb @ 3gram / l
2012-09-03	ap_kur_gad_man_0004_jul12_0_chil_a_2012-09-03	Chilli	planted, scorching 
2012-09-03	ap_kur_gad_gad_0010_jul12_0_chil_a_2012-09-03	Chilli	leaf spot
2012-09-03	ap_kur_gad_gad_0006_jul12_0_chil_a_2012-09-03	Chilli	Healthy, if noticed thrips spray imidachlopride @ 4ml/10 liters water
2012-09-03	ap_kur_gad_gad_0007_jul12_0_chil_a_2012-09-03	Chilli	thrips: (low) spray imidachlopride @ 4ml/10 liters water
2012-09-03	ap_kur_gad_gad_0008_jul12_0_chil_a_2012-09-03	Chilli	Do proper thinning, intercultivation,if noticed thrips spray imidachlopride @ 6ml/10 liters water
2012-09-03	ap_kur_gad_gad_0009_jul12_0_chil_a_2012-09-03	Chilli	leaf spots: intercultivation and conserve moisture. Spray Mancozeb @ 3gram / l
2012-09-03	ap_kur_gad_pes_0005_jul12_0_chil_a_2012-09-03	Chilli	thrips: spray imidachlopride @ 4ml/10 liters water
2012-09-03	ap_kur_gad_bol_0013_jul12_0_cott_a_2012-09-03	Cotton	egg of heliothis and sucking pest: Prophalactic spray with chloripyriphos @ 2ml + vepam @ 3ml / l against early stages of caterpillar.
2012-09-03	ap_kur_gad_bol_0014_jul12_0_cott_a_2012-09-03	Cotton	Boron deficiency: Spray borax @ 1.5 g / liter 2 times at 15 days interval
2012-09-03	ap_kur_gad_bol_0012_jul12_0_cott_a_2012-09-03	Cotton	Wilting due to excess moisture: try to make drainage channels 
2012-09-03	ap_kur_gad_gad_0011_jul12_0_cott_a_2012-09-03	Cotton	Spray prefenophos @ 2ml + carbendizm @ 1g /liter water
2012-09-03	ap_kur_gad_gad_0012_jul12_0_cott_a_2012-09-03	Cotton	Wilt: drench soil with  carbendizm @ 1g /liter solution at affected areas
2012-09-03	ap_kur_gad_man_0009_jul12_0_cott_a_2012-09-03	Cotton	Sucking pest: Spray imidachloprid @ 4 ml / 10 l
2012-09-03	ap_kur_gad_man_0010_jul12_0_cott_a_2012-09-03	Cotton	same photo graphs
2012-09-03	ap_kur_gad_bol_0001_jul12_0_maiz_a_2012-09-03	Maize	Anthesis stage
2012-09-03	ap_kur_gad_bol_0003_jul12_11_maiz_a_2012-09-03	Maize	Anthesis stage
2012-09-03	ap_kur_gad_bol_0010_jul12_0_maiz_a_2012-09-03	Maize	Anthesis stage
2012-09-03	ap_kur_gad_gad_0001_jul12_0_maiz_a_2012-09-03	Maize	Anthesis stage
2012-09-03	ap_kur_gad_gad_0002_jul12_0_maiz_a_2012-09-03	Maize	Anthesis stage
2012-09-03	ap_kur_gad_bol_0006_jul12_6_redg_a_2012-09-03	Redgram	Weeding should be done
2012-09-03	ap_kur_gad_bol_0007_jul12_7_redg_a_2012-09-03	Redgram	Weeding should be done
2012-09-03	ap_kur_gad_pes_0002_jul12_0_rice_a_2012-09-03	Rice	rodents management: zink phosphide @ 10  g/ hole
2012-09-03	ap_kur_gad_pes_0001_jul12_0_rice_a_2012-09-03	Rice	rodents management: zink phosphide @ 10 g/ hole
2012-09-03	ap_kur_gad_man_0003_jul12_0_rice_a_2012-09-03	Rice	Case worm: pull rope and spray monochrotophos @ 1.6 ml / liter
2012-09-03	ap_kur_gad_man_0002_jul12_0_rice_a_2012-09-03	Rice	 caterpillar: pull rope and spray monochrotophos @ 1.6 ml / liter
2012-09-03	ap_kur_gad_man_0001_aug12_0_rice_a_2012-09-03	Rice	Stem borer: Spray cartap hydrochloride @ 2g /l
2012-09-03	ap_kur_gad_buj_0001_jul12_0_rice_a_2012-09-03	Rice	Stem borer: Spray cartap hydrochloride @ 2g /l
2012-09-03	ap_kur_gad_buj_0002_jul12_0_rice_a_2012-09-03	Rice	Healthy
2012-09-03	ap_kur_gad_gad_0005_jul12_0_rice_a_2012-09-03	Rice	Case worm: pull rope and spray monochrotophos @ 1.6 ml / liter
2012-09-03	ap_kur_gad_buj_0003_jul12_0_rice_a_2012-09-03	Rice	catterpillar: pull rope and spray monochrotophos @ 1.6 ml / liter
2012-09-03	ap_kur_gad_gad_0003_jul12_0_rice_a_2012-09-03	Rice	Case worm: pull rope and spray monochrotophos @ 1.6 ml / liter
2012-09-03	ap_kur_gad_gad_0004_jul12_0_rice_a_2012-09-03	Rice	egg mass of caterpillar:Spray neem oil @ 3ml/ lit with any insecticide.
